-25 -302 -23.0 -277.84
9 -297 8.28 -273.24
85 -282 78.2 -259.44
126 -297 115.92 -273.24
190 -303 174.8 -278.76
211 -307 194.12 -282.44
239 -305 219.88 -280.6
230 -300 211.6 -276.0
180 -309 165.6 -284.28
146 -321 134.32 -295.32
192 -309 176.64 -284.28
228 -293 209.76 -269.56
232 -283 213.44 -260.36
277 -258 254.84 -237.36
339 -199 311.88 -183.08
355 -132 326.6 -121.44
318 5 292.56 4.6
283 19 260.36 17.48
236 84 217.12 77.28
209 111 192.28 102.12
169 101 155.48 92.92
145 77 133.4 70.84
111 101 102.12 92.92
98 107 90.16 98.44
54 127 49.68 116.84
21 137 19.32 126.04
-48 126 -44.16 115.92
-64 99 -58.88 91.08
-79 62 -72.68 57.04
-76 60 -69.92 55.2
-74 60 -68.08 55.2
-80 53 -73.6 48.76
-86 56 -79.12 51.52
-96 56 -88.32 51.52
-95 67 -87.4 61.64
-109 33 -100.28 30.36
-99 -103 -91.08 -94.76
-72 -150 -66.24 -138.0
24 -237 22.08 -218.04
64 -244 58.88 -224.48
122 -229 112.24 -210.68
142 -219 130.64 -201.48
140 -196 128.8 -180.32
98 -201 90.16 -184.92
-14 -169 -12.88 -155.48
-48 -152 -44.16 -139.84
-114 -17 -104.88 -15.64
-89 64 -81.88 58.88
-29 153 -26.68 140.76
53 178 48.76 163.76
128 185 117.76 170.2
180 171 165.6 157.32
255 108 234.6 99.36
267 87 245.64 80.04
284 51 261.28 46.92
288 -22 264.96 -20.24
281 -71 258.52 -65.32
257 -165 236.44 -151.8
237 -193 218.04 -177.56
207 -254 190.44 -233.68
178 -264 163.76 -242.88
99 -237 91.08 -218.04
60 -208 55.2 -191.36
-38 -160 -34.96 -147.2
-55 -142 -50.6 -130.64
-79 -120 -72.68 -110.4
-82 -95 -75.44 -87.4
-66 -44 -60.72 -40.48
-52 31 -47.84 28.52
-22 100 -20.24 92.0
9 135 8.28 124.2
57 157 52.44 144.44
94 180 86.48 165.6
172 189 158.24 173.88
174 192 160.08 176.64
193 132 177.56 121.44
219 117 201.48 107.64
216 58 198.72 53.36
225 44 207.0 40.48
250 8 230.0 7.36
242 -24 222.64 -22.08
246 -55 226.32 -50.6
246 -26 226.32 -23.92
238 -58 218.96 -53.36
231 -114 212.52 -104.88
180 -170 165.6 -156.4
167 -167 153.64 -153.64
74 -176 68.08 -161.92
48 -185 44.16 -170.2
19 -222 17.48 -204.24
5 -228 4.6 -209.76
-45 -237 -41.4 -218.04
-69 -204 -63.48 -187.68
-108 -144 -99.36 -132.48
-133 -122 -122.36 -112.24
-176 -96 -161.92 -88.32
-179 -89 -164.68 -81.88
-93 -119 -85.56 -109.48
-37 -156 -34.04 -143.52
87 -172 80.04 -158.24
121 -160 111.32 -147.2
191 -119 175.72 -109.48
207 -112 190.44 -103.04
250 -114 230.0 -104.88
271 -65 249.32 -59.8
241 57 221.72 52.44
218 80 200.56 73.6
185 126 170.2 115.92
131 135 120.52 124.2
67 138 61.64 126.96
41 116 37.72 106.72
18 120 16.56 110.4
7 122 6.44 112.24
-17 64 -15.64 58.88
-28 59 -25.76 54.28
-31 -75 -28.52 -69.0
-32 -91 -29.44 -83.72
-40 -164 -36.8 -150.88
-2 -210 -1.84 -193.2
43 -245 39.56 -225.4
85 -290 78.2 -266.8
162 -278 149.04 -255.76
200 -262 184.0 -241.04
269 -215 247.48 -197.8
311 -157 286.12 -144.44
347 -81 319.24 -74.52
341 -5 313.72 -4.6
335 37 308.2 34.04
341 51 313.72 46.92
324 73 298.08 67.16
298 104 274.16 95.68
208 188 191.36 172.96
171 199 157.32 183.08
101 176 92.92 161.92
82 167 75.44 153.64
12 68 11.04 62.56
1 26 0.92 23.92
-34 -37 -31.28 -34.04
-44 -45 -40.48 -41.4
-46 -91 -42.32 -83.72
-30 -141 -27.6 -129.72
-2 -176 -1.84 -161.92
6 -174 5.52 -160.08
-31 -77 -28.52 -70.84
-67 32 -61.64 29.44
-4 147 -3.68 135.24
44 170 40.48 156.4
210 126 193.2 115.92
234 95 215.28 87.4
284 21 261.28 19.32
301 -14 276.92 -12.88
291 -34 267.72 -31.28
284 -34 261.28 -31.28
226 -109 207.92 -100.28
194 -145 178.48 -133.4
166 -235 152.72 -216.2
156 -239 143.52 -219.88
44 -202 40.48 -185.84
26 -173 23.92 -159.16
-45 -155 -41.4 -142.6
-65 -140 -59.8 -128.8
-83 -121 -76.36 -111.32
-82 -97 -75.44 -89.24
-73 -2 -67.16 -1.84
-22 70 -20.24 64.4
-14 104 -12.88 95.68
43 195 39.56 179.4
75 218 69.0 200.56
190 171 174.8 157.32
172 168 158.24 154.56
220 119 202.4 109.48
222 64 204.24 58.88
239 10 219.88 9.2
260 -5 239.2 -4.6
260 -8 239.2 -7.36
251 8 230.92 7.36
209 -46 192.28 -42.32
159 -87 146.28 -80.04
121 -158 111.32 -145.36
94 -170 86.48 -156.4
-27 -210 -24.84 -193.2
-14 -212 -12.88 -195.04
-92 -213 -84.64 -195.96
-111 -185 -102.12 -170.2
-138 -122 -126.96 -112.24
-151 -113 -138.92 -103.96
-118 -135 -108.56 -124.2
-69 -182 -63.48 -167.44
109 -195 100.28 -179.4
208 -142 191.36 -130.64
257 -134 236.44 -123.28
287 -76 264.04 -69.92
280 39 257.6 35.88
246 86 226.32 79.12
184 145 169.28 133.4
153 154 140.76 141.68
137 185 126.04 170.2
127 205 116.84 188.6
60 168 55.2 154.56
52 141 47.84 129.72
46 119 42.32 109.48
35 111 32.2 102.12
-31 75 -28.52 69.0
-43 43 -39.56 39.56
-50 -89 -46.0 -81.88
-43 -119 -39.56 -109.48
-33 -171 -30.36 -157.32
32 -208 29.44 -191.36
107 -249 98.44 -229.08
122 -268 112.24 -246.56
173 -290 159.16 -266.8
188 -289 172.96 -265.88
265 -241 243.8 -221.72
310 -164 285.2 -150.88
337 -43 310.04 -39.56
340 -16 312.8 -14.72
317 58 291.64 53.36
290 70 266.8 64.4
240 123 220.8 113.16
200 141 184.0 129.72
103 147 94.76 135.24
83 156 76.36 143.52
41 173 37.72 159.16
-2 143 -1.84 131.56
-68 35 -62.56 32.2
-65 -1 -59.8 -0.92
-53 -63 -48.76 -57.96
-47 -87 -43.24 -80.04
-11 -120 -10.12 -110.4
9 -114 8.28 -104.88
25 -156 23.0 -143.52
48 -177 44.16 -162.84
75 -253 69.0 -232.76
126 -269 115.92 -247.48
208 -289 191.36 -265.88
240 -280 220.8 -257.6
392 -62 360.64 -57.04
389 -16 357.88 -14.72
379 41 348.68 37.72
364 75 334.88 69.0
321 140 295.32 128.8
304 160 279.68 147.2
271 178 249.32 163.76
252 172 231.84 158.24
294 100 270.48 92.0
334 40 307.28 36.8
373 -120 343.16 -110.4
339 -204 311.88 -187.68
287 -250 264.04 -230.0
220 -273 202.4 -251.16
46 -231 42.32 -212.52
-8 -171 -7.36 -157.32
-47 -105 -43.24 -96.6
-64 -85 -58.88 -78.2
-92 -49 -84.64 -45.08
-85 -2 -78.2 -1.84
-22 123 -20.24 113.16
9 197 8.28 181.24
77 211 70.84 194.12
130 179 119.6 164.68
245 136 225.4 125.12
264 112 242.88 103.04
299 84 275.08 77.28
320 62 294.4 57.04
323 -140 297.16 -128.8
299 -174 275.08 -160.08
226 -269 207.92 -247.48
190 -294 174.8 -270.48
36 -276 33.12 -253.92
20 -274 18.4 -252.08
-19 -265 -17.48 -243.8
-66 -229 -60.72 -210.68
-80 -201 -73.6 -184.92
-116 -164 -106.72 -150.88
-101 -157 -92.92 -144.44
-17 103 -15.64 94.76
-19 112 -17.48 103.04
-12 157 -11.04 144.44
17 183 15.64 168.36
208 178 191.36 163.76
233 171 214.36 157.32
266 114 244.72 104.88
251 73 230.92 67.16
262 62 241.04 57.04
260 47 239.2 43.24
303 17 278.76 15.64
303 10 278.76 9.2
303 65 278.76 59.8
244 119 224.48 109.48
287 99 264.04 91.08
293 80 269.56 73.6
293 23 269.56 21.16
288 -27 264.96 -24.84
242 -215 222.64 -197.8
204 -284 187.68 -261.28
143 -322 131.56 -296.24
110 -328 101.2 -301.76
62 -337 57.04 -310.04
6 -322 5.52 -296.24
-98 -240 -90.16 -220.8
-99 -195 -91.08 -179.4
-107 -143 -98.44 -131.56
-100 -110 -92.0 -101.2
-126 -9 -115.92 -8.28
-127 50 -116.84 46.0
-72 174 -66.24 160.08
-21 206 -19.32 189.52
141 172 129.72 158.24
188 149 172.96 137.08
179 133 164.68 122.36
93 154 85.56 141.68
-119 -88 -109.48 -80.96
-77 -173 -70.84 -159.16
58 -269 53.36 -247.48
104 -288 95.68 -264.96
141 -279 129.72 -256.68
226 -208 207.92 -191.36
278 -71 255.76 -65.32
272 -67 250.24 -61.64
277 29 254.84 26.68
278 87 255.76 80.04
240 151 220.8 138.92
211 162 194.12 149.04
170 149 156.4 137.08
134 140 123.28 128.8
69 140 63.48 128.8
45 127 41.4 116.84
47 122 43.24 112.24
53 87 48.76 80.04
-42 48 -38.64 44.16
-65 -39 -59.8 -35.88
-24 -160 -22.08 -147.2
6 -222 5.52 -204.24
40 -251 36.8 -230.92
56 -263 51.52 -241.96
114 -291 104.88 -267.72
129 -279 118.68 -256.68
127 -290 116.84 -266.8
119 -294 109.48 -270.48
163 -248 149.96 -228.16
242 -221 222.64 -203.32
293 -187 269.56 -172.04
307 -159 282.44 -146.28
325 -79 299.0 -72.68
331 -37 304.52 -34.04
302 68 277.84 62.56
279 102 256.68 93.84
258 140 237.36 128.8
243 166 223.56 152.72
223 169 205.16 155.48
225 175 207.0 161.0
239 184 219.88 169.28
230 192 211.6 176.64
181 233 166.52 214.36
213 215 195.96 197.8
97 156 89.24 143.52
-7 89 -6.44 81.88
-61 32 -56.12 29.44
-94 13 -86.48 11.96
-131 -71 -120.52 -65.32
-125 -136 -115.0 -125.12
-46 -270 -42.32 -248.4
-10 -314 -9.2 -288.88
55 -334 50.6 -307.28
68 -313 62.56 -287.96
65 -318 59.8 -292.56
69 -313 63.48 -287.96
-13 -274 -11.96 -252.08
-108 -214 -99.36 -196.88
-195 -58 -179.4 -53.36
-183 30 -168.36 27.6
-39 184 -35.88 169.28
4 202 3.68 185.84
98 207 90.16 190.44
126 201 115.92 184.92
159 184 146.28 169.28
217 137 199.64 126.04
265 106 243.8 97.52
261 93 240.12 85.56
296 43 272.32 39.56
316 -4 290.72 -3.68
285 -103 262.2 -94.76
286 -132 263.12 -121.44
262 -178 241.04 -163.76
135 -267 124.2 -245.64
40 -265 36.8 -243.8
-48 -217 -44.16 -199.64
-55 -198 -50.6 -182.16
-117 -171 -107.64 -157.32
-131 -157 -120.52 -144.44
-135 -135 -124.2 -124.2
-112 -91 -103.04 -83.72
-46 17 -42.32 15.64
-9 47 -8.28 43.24
64 133 58.88 122.36
147 171 135.24 157.32
248 148 228.16 136.16
261 113 240.12 103.96
270 73 248.4 67.16
282 39 259.44 35.88
364 -43 334.88 -39.56
367 -61 337.64 -56.12
346 -49 318.32 -45.08
328 -80 301.76 -73.6
211 -139 194.12 -127.88
186 -162 171.12 -149.04
109 -203 100.28 -186.76
63 -205 57.96 -188.6
25 -171 23.0 -157.32
4 -179 3.68 -164.68
-43 -186 -39.56 -171.12
-68 -200 -62.56 -184.0
-114 -192 -104.88 -176.64
-141 -163 -129.72 -149.96
-105 -165 -96.6 -151.8
-58 -181 -53.36 -166.52
133 -255 122.36 -234.6
247 -223 227.24 -205.16
369 -118 339.48 -108.56
385 38 354.2 34.96
255 169 234.6 155.48
193 153 177.56 140.76
117 185 107.64 170.2
107 220 98.44 202.4
49 185 45.08 170.2
40 175 36.8 161.0
-20 57 -18.4 52.44
-22 -18 -20.24 -16.56
23 -138 21.16 -126.96
50 -166 46.0 -152.72
82 -228 75.44 -209.76
164 -224 150.88 -206.08
